kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
saya mengonsumsi alkohol jenis anggur merah mcdonald selama hampir sebulan karena tidak bisa tidur malam walaupun sudah minum clozapine yang diresepkan oleh psikiater saya selama 3 minggu pertama saya minum sekitar 2 3 botol anggur merah di setiap waktu yang saya inginkan agar bisa tidur karena jam tidur saya yang terbalik tidur di pagi sampai sore hari dan malam tidak bisa tidur akhirnya saya stop total konsumsi alkohol tetapi pada hari ke 2 sampai hari ke 10 saya berhenti keinginan untuk konsumsi alkohol semakin tinggi dan membuat pikiran saya kacau saya sudah tidak bisa menahan dan pada hari ke 11 saya konsumsi lagi alkohol vodka iceland sebanyak 2 botol tanpa saya sadari padahal niat awalnya hanya sedikit untuk mengurangi efek dari stop total tadi apa solusi terbaik bagi saya pasien bipolar ini agar bisa stop total dari alkohol dan tidak memiliki keinginan lagi untuk;1;0;0;0;0
saya merasa mempunyai jiwa yang lain terkadang perasaan pikiran dan tindakan saya tidak sejalan saya pernah bertanya pada konselor di sekolah ternyata kejadian itu di sebut skizofrenia tapi jika saya mengidap itu apakah yang terjadi pada saya terima kasih;0;0;0;0;1
saya merasa sakit bernapas sesak hilang semangat lemas mudah putus asa ketakutan dikejar sama rasa bersalah menyesal susah tidur mudah emosi bahkan sempat mau bunuh diri saya putus cinta sepanjang hari saya menangis mencoba berpikir jenih tapi itu membuat saya semakin depresi saya terus berdoa tapi tidak mendapat penyelesaian hidup saya saya tidak tahu bagaimana cara nya lagi sudah parah kah penyakit saya semua terasa;0;1;0;0;0
saya merasa saya mengidap penyakit bipolar dengan tanda yang saya lihat dari google untuk memastikan apakah benar saya mengalami bipolar bagaimana cara;1;0;0;0;0
saya merasakan gejala seperti yang dikter jelaskan tentang bipolar saya suka tiba-tiba merasa dunia ini tenang banget terus tiba-tiba depresi suka marah-marah kadang suka merasa percaya diri banget dengan fisik dan kemampuan saya tapi tiba-tiba suka insecure sendiri kayak merasa enggak mampu ngapa mengapai apakah saya kena gangguan bipolar;1;1;0;0;0
saya merasakan perubahan mood yang drastis akhir ini sudah berlangsung 1 5 tahun karena banyaknya bahasan tentang kesehatan mental saya baru tau bahwa itu bisa dialami oleh siapapun saya sering merasa hidup saya tidak berguna apapun yang saya upayakan untuk hidup yang lebih baik hasilnya sia2 saya juga merasa saya lebih buruk dari orang lain itu sebabnya saya selalu gagal satu hal yang baru saya sadari saya sangat pelupa saya bisa lupa banyak peristiwa dan orang dan kadang orang lain sampai heran bagaimana mungkin saya melupakan semua itu saya merasa saya sering menjalani hidup saya dengan setengah sadar atau tidak konsen atau apa itu saya juga tidak paham saya selalu merasa tidak ada orang yang menyayangi dan menerima saya benar-benar sehingga suatu hari saya akan ditinggalkan oleh mereka beberapa kali saya ingin bunuh diri tetapi sebuah peristiwa bunuh diri terjadi di kos saya dan ketika melihat itu saya jadi berpikir bahwa bunuh diri itu mengerikan saya pindah dari kos itu karena trauma melihat kejadian itu saya sering merasa lelah secara mental dan fisik saya merasa hidup ini berat dan saya merasa sendirian memghadapinya yang saya ingin tanyakan apa kira-kira yang terjadi pada saya dan kemana saya harus pergi ke psikolog atau psikiater saya merasa saya sangat butuh;1;0;0;0;0
saya merasakan sakitkepala cemas berlebihan badan panas pikiran kacu susah tidur kurang nafsu makan apapenyakit saya ini dan cara mengatasiya bagaimana saya sangat gelisah terima kasih;0;0;0;1;0
saya nau tanya kakak saya divonis menderita schizofrenia sejak tahun 2012 konsumsi obat rutin setiap hari cuma makin kesini makin kacau saja pikirannya makin enggak fokus kecanduan internetnya tinggi hidupnya cuma buat main internet dan browsing toko yang sama itu2 saja setiap hari contohnya donald trump pagi2 buta dia kabur ke warnet sampai malam kalo mengomong mengaco kita lagi bahas apa dia bahas apa kita caregivernya sudah enggak tahan sudah enggak tau solusi perawatannya apa konsultasi ke psikiater juga enggak begitu ngefek buat dia kita sudah libatkan doa ke kegiatan komunitas schizo tapi sama sekali enggak ngefek yang saya mau tanyakan apa bisa kakak saya dirawat saja di rs jiwa untuk penanganan yang lebih tepat atau hanya kondisi tertentu saja yang boleh misalnya yang mencoba bunuh diri atau melukai diri saja;0;0;0;0;1
saya penderita bipolar dan dokter memberikan saya resep abilify yang saya minum secara teratur pada malam hari sebelum tidur pada awal penggunaan saya selalu gelisah meminta ampun menjelang tidur kaki saya meronta2 rasanya tidak nyaman dalam tubuh saya itu kenapa ya;1;0;0;0;0
saya penderita depresi dan harus mengonsumsi obat apakah kita yang mengonsumsi obat depresi tergolong orang yang memakai narkoba sekian;0;1;0;0;0
saya penderita depresi lalu dokter saya menyarankan untuk menjalankan beberapa terapi apakah saya harus menjalani terapi tersebut atau bagaimana untuk kesembuhan depresi;0;1;0;0;0
saya penderita skizofernia sekarang dalam tahap perawatan dokter yang saya tanyakan saya masih minum obat hexymer dan nophrenia rutin tapi mengapa saya setiap pagi masih ngantuk dan kalau tidak bekerja bawaanya ingin tidur saja saya sudah konsultasikan dengan psikiater saya katanya efek dari obat apa benar dan adakah obat penyemangat supaya menghilangi rasa kantuk saya yang berlebihan saya sudah minum vitamin complex juga untuk penambah energi tapi masih merasa kantuk mohon saran dokter;0;0;0;0;1
saya penderita skizofrenia setiap skizonya kumat dia akan mukulin orang terutama ibu saya awal marah tidak diketahui tapi ibu saya langsung mengasih obat ke makanannya semenjak itu dia makin marah setiap lihat ibu saya seperti mau mukul tsetiap ada yang mau mendekat dia langsung marah dan mau mukul bagaimana ya caranya mengasih obatnya mau dibawa ke rsj tapi tidak bisa karena marahnya benar-benar mau melukai;0;0;0;0;1
saya penerita depresi dan saya berasa di lingkungan pondok disini saya mengkonsumsi obat yang diberikan oleh dokter jiwa saya dan saya rutin mengkosumsinya namun terkadang rasa cemas panik gelisah itu timbul begitu saja dan saya sulit mengatasinya terlebih lama kelamaan saya merasa semakin tidak nyaman dengan lingkungan dipondok apakah saya harus bertahan dengan ketidaknyamanan ini atau saya harus apa jujur saya tidak nyaman dengan kondisi sekarang dan depresi;0;1;0;0;0
saya perempuan 25 tahun sejak dahulu mengidap insomnia saya sudah berusaha untuk membuat letih badan saya disiang hari namun tetap malam harinya saya tidak bisa tidur kadang juga mungkin karena saya sedang stres sebelumnya saya tidak pernah berusaha mengkonsumsi obat tidur namun sekarang rasanya saya sudah mulai lelah tiap malam insomnia untuk beberapa kali kira kira apakah dikondisi saya seperti ini boleh mengkonsumsi obat tidur agar saya bisa cepat tidur kira kira obat tidur apa yang cocok untuk pemula seperti saya yang paling aman dan tidak;0;0;1;0;0
saya perempuan berusia 20 tahun saya selalu merasa takut ketika pergi keluar rumah misalnya saya pergi ke acara resepsi pernikahan awalnya saya merasa senang karena bisa bertemu banyak orang tetapi ketika sampai di tempat saya merasa takut saya merasa semua orang memperhatikan saya mulai dari bawah hingga ke atas menilai penampilan saya saya juga merasa setiap orang yang berbicara sedang membicarakan saya baik itu berbisik bisik atau berbicara biasa padahal saya sama sekali tak mengenal orang tersebut saya selalu merasa orang orang menghina saya dan tidak menyukai saya saya selalu menyalahkan diri saya sendiri saya menyalahkan diri saya yang tidak mampu melakukan sesuatu yang orang lain mampu lakukan saya juga selalu merasa kurang di bandingkan orang lain ketika bertengkar dengan orang lain saya selalu merasa bahwa saya yang salah saya sering mengalami mood yang naik turun saya suka tiba tiba berteriak sendiri tertawa sendiri lalu tiba tiba menangis kehilangan semangat dan tak melakukan apa apa hal tersebut terjadi dalam hari yang sama perubahan tersebut cepat saya juga sangat sering berpikir maksud saya seperti setiap detik otak saya tak pernah berhenti memikirkan sesuatu seperti hal negatif atau imajinasi imajinasi tentang masa depan sehingga saya selalu khawatir tentang masa depan saya tak bisa menikmati masa kini bahkan saya tak bisa tertidur dengan nyenyak saya banyak tidur tetapi tidak nyenyak sehingga ketika bangun saya selalu merasa saya perlu menemui psikiater atau;1;0;0;0;1
saya perempuan berusia 25 tahun selama ini saya mengira saya adalah orang yang introvert dan tidak suka keramaian tapi beberapa waktu ini saya merasakan keinginan kuat untuk sendirian ada banyak waktu dimana saya membenci suara orang orang kalimat yang diucapkan dengan nada tinggi komentar atau penolakan yang bahkan tidak diucapkan kepada saya membuat saya ketakutan hal seperti itu membuat saya ingin pergi dan menjauh dari orang orang saya tidak percaya orang lain terbiasa melakukan segala hal sendirian dan seringkali marah jika pekerjaan saya diambil alih orang lain saya sering menangis sendirian tapi tidak tahu harus berbuat apa dengan gejala seperti ini apakah mental saya terganggu atau hanya sekedar kecemasan biasa apakah kondisi saya serius dan membutuhkan penanganan;0;1;0;0;0
saya puji saya ingin menceritakan gejala yang 1 tahun ini saya rasakan atau pun orang disekitar nya saya tidak menyadari perubahan yang ada di diri saya mood saya mudah sekali berubah entah itu senang sedih marah dan menangis tiba-tiba saya juga merasakan hal tidak dipedulikan tidak ada yang bisa mengerti saya tidak percaya diri dengan diri sendiri orang terdekat saya pun merasakan perubahan buruk yang ada di diri saya hal yang tidak pernah saya pikirkan itu tiba-tiba muncul dikepala saya dan otak saya terus-terusan berpikir tapi saya tidak tau apa yang saya pikirkan otak saya terus brpikir hingga saya kelelahan tanpa sebab dan saya pernah berpikiran untuk bunuh diri berapa kali itu hal yang tidak pernah saya pikirkan dalam hidup saya tapi 1 tahun terakhir ini selalu;1;0;0;0;0
saya punya masalah di lingkungan sekitaran rumah saya jadi tidak mau aktif lagi tidak mau keluar rumah dan selalu merasa curiga dan muncul bisikan negatif dan jika keluar rumah pun jantung saya jadi semakin cepat bagaimana ya;0;0;0;0;1
saya punya penyakit maag dan oleh karena itu saya konsumsi pariet kira-kira mulai akhir juni atau awal juli semenjak itu saya mengalami rhinitis alergi hidung tersumbat yang menyebabkan saya susah tidur saya sempat berhenti konsumsi obat sekitarseminggu dan keluhan saya mengenai rinitis berkurang dalam waktu seminggu itu saya lebih banyak konsumsi jamu seperti beras kencur namun setelah saya konsumsi pariet dalam waktu 3 hari alergi saya kambuh lagi bahkan sekarang ini saya mengalami insomnia di mana saya sulit sekali tidur sulit masuk fase deep sleep pertanyaan saya 1 apakah betul rabeprazole kandungan di pariet yang mengakibatkan rinitis dan insomnia tersebut 2 obat apa yang sebaiknya saya konsumsi perihal masalah tersebut apakah boleh saya mengonsumsi lelap dan tremenza untuk mengatasi masalah tersebut 3 benarkah mengonsumsi jamu semacam beras kencur dan kunyit asem dapat membantu mengatasi pilek dan atau susah tidur atau justru sebaliknya terimakasih;0;0;1;0;0
saya punya saudara yang mabuk perjalanan parah banget awalmula muntah di mobil berkali2 sampai lemas dan bicara jadi tidak karuan terus setelah sampai di rumah dia langsung tidur paginya masih tetap tidak bisa bicara lancar bagaimana penanganannya;0;0;0;0;1
saya punya sepupu yang sudah berumur 32 tahun dan dia perempuan suka menghayal bahwa dia punya suami yaitu artis dan bertingkah aneh dari kecil yaitu berbicara aneh dan hobi berbohong sifat yang kekanakan saya baru bertemu dengan sepupu saya hari ini karena saya tinggal di luar pulau yang tidak sama dengan sepupu saya mohon jawabanya penyakit apa namanya;0;0;0;0;1
saya punya teman bipolar malam ini dia kambuh tetapi saya lagi beda pulau sama dia apa yang harus saya lakukan dia sudah enggak minum obat cuma terapi2 saja;1;0;0;0;0
saya punya teman dan sedang mengalami dispersonalization disorder tahap 1 tolong bisa bantu saybantu saya bagai mana menjelaskan kepada teman saya apa yang dia alami saya takut salah2;0;0;0;0;1
saya punya tremor saya ingin menghilangkannya obat apa yang harus saya minum dan juga kesehatan jiwa saya sering terganggu semua seperti diluar kendali se termanipulasi dengan kegilaan saya;0;0;0;0;1
saya remaja berumur 18 tahun sebenarnya saya malu cerita ini akhir akhir ini saya mendapatkan pelecehan dari ayah saya tidak sampai dipegang namun ayah memperlihatkan semua bagian tubuhnya didepan saya ayah saya memang pemarah dan baru pertama kali dia marah besar dan entah kenapa ketika dia marah dia tiba tiba melepaskan semua bajunya sejak saat itu saya jadi tidak nyaman dengan ayah saya saya jadi membayangkan yang tidak tidak seperti dia memperkosa saya dan lain sebagainya dan membuat saya tidak nyaman didekatnya kadang ketika membayangkan itu saya membuat gestur seperti melindungi tubuh saya tanpa sadar dan sekarang saya sudah tidak tinggal dengannya tapi saya masih suka membayangkan itu dan saya jijik saya tidak nyaman dengan pikiran saya dan mulai mengganggu kehidupan sehari hari seperti ketika ingin tidur saya memikirkan itu sambil saya memeluk badan saya sendiri seperti gestur tubuh orang yang melindungi dirinya untuk tidak disentuh sebelumnya saya pernah mengalami pelecehan oleh penjual warung didekat rumah saya tolong bantu saya kenapa karena saya benar benar terganggu dan peenah melakukan percobaan bunuh diri karena pikiran;0;1;0;0;0
saya remaja perempuan 17 tahun belakangan ini mood saya sangat mudah berubah lebih mudah dari sebelumnya saya juga jarang mengantuk dan susah tidur oto tangan saya terkadang nyeri saya bisa sangat merasa senang dengan cara membelanjakan uang saya atau semacamnya dan bisa menjadi sangat marah seketika saya mudah tersinggung apakah hal tersebut bisa disebut sebagai bipolar terimakasih;1;0;0;0;0
saya ridosaya susah tidur sudah minum obat tidur juga tidak manjur truss kepala saya sakit dengan dada kanan atas terasa sakit serta mual perut;0;0;1;0;0
saya saat ini 38tahun punya kebiasaan bergadang bahkan bisa tidak tidur selama dua hari dan saya juga masih suka mengkonsumsi alkohol apa dampaknya selama ini kesehatan saya baik baik saja dan saja juga aktif donor darah riwayat penyakit saya yang tercatat dalam ingatan itu sewaktu masih sd dokter bilang gejala tipes setelah dewasa saya tidak pernah mengalami sakit yang berarti hingga saat;0;0;1;0;0
saya sangat hobi minum kopi sachet seperti ada ya dan itu 1 hari saya bisa menghabiskan sebanyak 6 sachet namun saya diberi tahu oleh rekan saya bahwa tidak boleh terlalu banyak minum kopi sachet dikarnakan bisa gangguan jantung;0;0;1;0;0
saya sangat susah tidur di malam;0;0;1;0;0
saya secara merasa ketakutan dan merasa bahagia ketika seperti itu jantung saya lalu saya juga ketakutan ketika mendengar suara keras seperti suara bentakkan pintu di tutup barang di banting dll saya kenapa terima;1;0;0;0;0
saya sedang mengalami sakit ambeien terus disertai sakit perut dan saya mengalami susah tidur juga tidak ada rasa ngantuk sudah tutup mata dan enggak bisa tidur apakah itu semua saling berkaitan terus cara mengatasinya bagaimana ya;0;0;1;0;0
